"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Yuma","Yuma","Yuma County","04027","AZ","Arizona","32.7695","-113.9056","209468"
"Mohave","Mohave","Mohave County","04015","AZ","Arizona","35.7041","-113.7580","207695"
"Tuscaloosa","Tuscaloosa","Tuscaloosa County","01125","AL","Alabama","33.2896","-87.5251","207305"
"Washington","Washington","Washington County","42125","PA","Pennsylvania","40.1894","-80.2482","207212"
"Cabarrus","Cabarrus","Cabarrus County","37025","NC","North Carolina","35.3868","-80.5519","206615"
"Elkhart","Elkhart","Elkhart County","18039","IN","Indiana","41.5974","-85.8587","204558"
"Harrison","Harrison","Harrison County","28047","MS","Mississippi","30.5118","-89.1159","204502"
"York","York","York County","23031","ME","Maine","43.4782","-70.7144","204316"
"Clermont","Clermont","Clermont County","39025","OH","Ohio","39.0475","-84.1519","204275"
"Okaloosa","Okaloosa","Okaloosa County","12091","FL","Florida","30.6913","-86.5917","203794"
"Richmond","Richmond","Richmond County","13245","GA","Georgia","33.3596","-82.0735","201852"
"Calcasieu","Calcasieu","Calcasieu Parish","22019","LA","Louisiana","30.2292","-93.3579","201619"
"Delaware","Delaware","Delaware County","39041","OH","Ohio","40.2784","-83.0049","201135"
"Trumbull","Trumbull","Trumbull County","39155","OH","Ohio","41.3172","-80.7611","200367"
"Montgomery","Montgomery","Montgomery County","47125","TN","Tennessee","36.4969","-87.3828","200180"
"St. Louis","St. Louis","St. Louis County","27137","MN","Minnesota","47.6032","-92.4706","199759"
"Hawaii","Hawaii","Hawaii County","15001","HI","Hawaii","19.5987","-155.5185","199459"
"Hall","Hall","Hall County","13139","GA","Georgia","34.3169","-83.8197","198667"
"Anderson","Anderson","Anderson County","45007","SC","South Carolina","34.5193","-82.6378","198064"
"Benton","Benton","Benton County","53005","WA","Washington","46.2398","-119.5112","197518"
"Johnston","Johnston","Johnston County","37101","NC","North Carolina","35.5178","-78.3657","196870"
"Sangamon","Sangamon","Sangamon County","17167","IL","Illinois","39.7582","-89.6589","196861"
"Muscogee","Muscogee","Muscogee County","13215","GA","Georgia","32.5100","-84.8771","195739"
"Racine","Racine","Racine County","55101","WI","Wisconsin","42.7475","-88.0612","195602"
"Onslow","Onslow","Onslow County","37133","NC","North Carolina","34.7321","-77.4321","195069"
"Broome","Broome","Broome County","36007","NY","New York","42.1602","-75.8196","193188"
"Saginaw","Saginaw","Saginaw County","26145","MI","Michigan","43.3350","-84.0532","191821"
"Tippecanoe","Tippecanoe","Tippecanoe County","18157","IN","Indiana","40.3886","-86.8941","191553"
"Livingston","Livingston","Livingston County","26093","MI","Michigan","42.6029","-83.9115","189754"
"Minnehaha","Minnehaha","Minnehaha County","46099","SD","South Dakota","43.6742","-96.7915","188674"
"El Dorado","El Dorado","El Dorado County","06017","CA","California","38.7787","-120.5247","188563"
"Butler","Butler","Butler County","42019","PA","Pennsylvania","40.9118","-79.9133","186899"
"Hernando","Hernando","Hernando County","12053","FL","Florida","28.5536","-82.4250","186313"
"Deschutes","Deschutes","Deschutes County","41017","OR","Oregon","43.9151","-121.2281","186251"
"Beaufort","Beaufort","Beaufort County","45013","SC","South Carolina","32.3855","-80.7302","186095"
"Outagamie","Outagamie","Outagamie County","55087","WI","Wisconsin","44.4161","-88.4649","185700"
"Sumner","Sumner","Sumner County","47165","TN","Tennessee","36.4694","-86.4604","183437"
"Kanawha","Kanawha","Kanawha County","54039","WV","West Virginia","38.3366","-81.5281","183279"
"Peoria","Peoria","Peoria County","17143","IL","Illinois","40.7880","-89.7600","182770"
"Bay","Bay","Bay County","12005","FL","Florida","30.2652","-85.6203","182161"
"Litchfield","Litchfield","Litchfield County","09005","CT","Connecticut","41.7925","-73.2453","182002"
"Vanderburgh","Vanderburgh","Vanderburgh County","18163","IN","Indiana","38.0250","-87.5858","181291"
"Sarpy","Sarpy","Sarpy County","31153","NE","Nebraska","41.1129","-96.1120","181232"
"Charlotte","Charlotte","Charlotte County","12015","FL","Florida","26.9055","-81.9123","181067"
"Imperial","Imperial","Imperial County","06025","CA","California","33.0395","-115.3654","180701"
"Newport News","Newport News","Newport News City","51700","VA","Virginia","37.1051","-76.5185","179673"
"Shasta","Shasta","Shasta County","06089","CA","California","40.7637","-122.0405","179212"
"DeSoto","DeSoto","DeSoto County","28033","MS","Mississippi","34.8754","-89.9918","178975"
"Ulster","Ulster","Ulster County","36111","NY","New York","41.8881","-74.2586","178665"
"Pitt","Pitt","Pitt County","37147","NC","North Carolina","35.5933","-77.3745","178433"
"Medina","Medina","Medina County","39103","OH","Ohio","41.1176","-81.8997","177980"
"Shawnee","Shawnee","Shawnee County","20177","KS","Kansas","39.0415","-95.7565","177852"
"Boone","Boone","Boone County","29019","MO","Missouri","38.9906","-92.3097","177651"
"Cass","Cass","Cass County","38017","ND","North Dakota","46.9330","-97.2480","176975"
"Kent","Kent","Kent County","10001","DE","Delaware","39.0862","-75.5684","176699"
"Iredell","Iredell","Iredell County","37097","NC","North Carolina","35.8070","-80.8734","175538"
"Santa Rosa","Santa Rosa","Santa Rosa County","12113","FL","Florida","30.7004","-87.0220","174755"
"Ellis","Ellis","Ellis County","48139","TX","Texas","32.3484","-96.7945","173772"
"Licking","Licking","Licking County","39089","OH","Ohio","40.0916","-82.4831","173750"
"Muskegon","Muskegon","Muskegon County","26121","MI","Michigan","43.2912","-86.1520","173297"
"McLean","McLean","McLean County","17113","IL","Illinois","40.4909","-88.8473","172578"
"Scott","Scott","Scott County","19163","IA","Iowa","41.6371","-90.6232","172446"
"Winnebago","Winnebago","Winnebago County","55139","WI","Wisconsin","44.0689","-88.6446","170411"
"Porter","Porter","Porter County","18127","IN","Indiana","41.4605","-87.0673","168636"
"Kenosha","Kenosha","Kenosha County","55059","WI","Wisconsin","42.5769","-88.0424","168524"
"Aiken","Aiken","Aiken County","45003","SC","South Carolina","33.5443","-81.6347","168301"
"Midland","Midland","Midland County","48329","TX","Texas","31.8691","-102.0316","168167"
"Monroe","Monroe","Monroe County","42089","PA","Pennsylvania","41.0581","-75.3395","168032"
"Carroll","Carroll","Carroll County","24013","MD","Maryland","39.5629","-77.0225","167699"
"Johnson","Johnson","Johnson County","48251","TX","Texas","32.3790","-97.3663","167212"
"Greene","Greene","Greene County","39057","OH","Ohio","39.6915","-83.8899","166502"
"Pueblo","Pueblo","Pueblo County","08101","CO","Colorado","38.1735","-104.5128","165982"
"Maui","Maui","Maui County","15009","HI","Hawaii","20.8596","-156.5648","165979"
"Beaver","Beaver","Beaver County","42007","PA","Pennsylvania","40.6823","-80.3493","165833"
"Washington","Washington","Washington County","49053","UT","Utah","37.2804","-113.5048","165811"
"Kenton","Kenton","Kenton County","21117","KY","Kentucky","38.9334","-84.5333","165668"
"Davidson","Davidson","Davidson County","37057","NC","North Carolina","35.7934","-80.2127","165381"
"Wyandotte","Wyandotte","Wyandotte County","20209","KS","Kansas","39.1146","-94.7646","164861"
"Kent","Kent","Kent County","44003","RI","Rhode Island","41.6722","-71.5930","163869"
"Hendricks","Hendricks","Hendricks County","18063","IN","Indiana","39.7695","-86.5100","163799"
"Alamance","Alamance","Alamance County","37001","NC","North Carolina","36.0437","-79.3994","163324"
"Middlesex","Middlesex","Middlesex County","09007","CT","Connecticut","41.4632","-72.5351","163053"
"Chittenden","Chittenden","Chittenden County","50007","VT","Vermont","44.4610","-73.0809","162646"
"Portage","Portage","Portage County","39133","OH","Ohio","41.1677","-81.1974","162511"
"Rock","Rock","Rock County","55105","WI","Wisconsin","42.6712","-89.0716","162152"
"Centre","Centre","Centre County","42027","PA","Pennsylvania","40.9193","-77.8200","161960"
"Lee","Lee","Lee County","01081","AL","Alabama","32.6011","-85.3555","161152"
"Hampshire","Hampshire","Hampshire County","25015","MA","Massachusetts","42.3402","-72.6638","161032"
"Ector","Ector","Ector County","48135","TX","Texas","31.8692","-102.5429","160579"
"Paulding","Paulding","Paulding County","13223","GA","Georgia","33.9205","-84.8673","159825"
"Charles","Charles","Charles County","24017","MD","Maryland","38.5073","-76.9922","159428"
"St. Clair","St. Clair","St. Clair County","26147","MI","Michigan","42.9341","-82.6805","159247"
"Rensselaer","Rensselaer","Rensselaer County","36083","NY","New York","42.7111","-73.5097","159185"
"Martin","Martin","Martin County","12085","FL","Florida","27.0775","-80.4315","159065"
"Yellowstone","Yellowstone","Yellowstone County","30111","MT","Montana","45.9373","-108.2744","159008"
"Guadalupe","Guadalupe","Guadalupe County","48187","TX","Texas","29.5831","-97.9486","158966"
"Jackson","Jackson","Jackson County","26075","MI","Michigan","42.2485","-84.4234","158636"
"Stearns","Stearns","Stearns County","27145","MN","Minnesota","45.5521","-94.6130","158452"
"Dorchester","Dorchester","Dorchester County","45035","SC","South Carolina","33.0793","-80.4067","158299"
"Alexandria","Alexandria","Alexandria City","51510","VA","Virginia","38.8185","-77.0861","157613"
"Catawba","Catawba","Catawba County","37035","NC","North Carolina","35.6620","-81.2151","157613"
"Kootenai","Kootenai","Kootenai County","16055","ID","Idaho","47.6744","-116.7018","157322"
"Sullivan","Sullivan","Sullivan County","47163","TN","Tennessee","36.5129","-82.3042","157050"
"Ouachita","Ouachita","Ouachita Parish","22073","LA","Louisiana","32.4783","-92.1549","155494"
"Madera","Madera","Madera County","06039","CA","California","37.2180","-119.7627","155433"
"Schenectady","Schenectady","Schenectady County","36093","NY","New York","42.8181","-74.0586","154859"
"Olmsted","Olmsted","Olmsted County","27109","MN","Minnesota","44.0038","-92.4018","154809"
"Fairfield","Fairfield","Fairfield County","39045","OH","Ohio","39.7516","-82.6306","154457"
"Franklin","Franklin","Franklin County","42055","PA","Pennsylvania","39.9274","-77.7213","154147"
"Berrien","Berrien","Berrien County","26021","MI","Michigan","41.9547","-86.4123","154133"
"Indian River","Indian River","Indian River County","12061","FL","Florida","27.6943","-80.6062","153989"
"Johnson","Johnson","Johnson County","18081","IN","Indiana","39.4900","-86.1016","153716"
"Houston","Houston","Houston County","13153","GA","Georgia","32.4590","-83.6662","153507"
"Bibb","Bibb","Bibb County","13021","GA","Georgia","32.8065","-83.6974","153200"
"Rankin","Rankin","Rankin County","28121","MS","Mississippi","32.2641","-89.9458","152677"
"Cumberland","Cumberland","Cumberland County","34011","NJ","New Jersey","39.3738","-75.1108","151906"
"Penobscot","Penobscot","Penobscot County","23019","ME","Maine","45.4006","-68.6495","151774"
"Mesa","Mesa","Mesa County","08077","CO","Colorado","39.0183","-108.4664","151218"
"Tolland","Tolland","Tolland County","09013","CT","Connecticut","41.8550","-72.3365","151063"
"Columbia","Columbia","Columbia County","13073","GA","Georgia","33.5441","-82.2640","150705"
"Kings","Kings","Kings County","06031","CA","California","36.0753","-119.8155","150691"
"Washington","Washington","Washington County","24043","MD","Maryland","39.6036","-77.8140","150109"
"Merrimack","Merrimack","Merrimack County","33013","NH","New Hampshire","43.2975","-71.6802","149917"
"Monroe","Monroe","Monroe County","26115","MI","Michigan","41.9287","-83.5375","149727"
"Santa Fe","Santa Fe","Santa Fe County","35049","NM","New Mexico","35.5069","-105.9763","149293"
"Johnson","Johnson","Johnson County","19103","IA","Iowa","41.6715","-91.5881","148577"
"Stafford","Stafford","Stafford County","51179","VA","Virginia","38.4207","-77.4580","146773"
"Monroe","Monroe","Monroe County","18105","IN","Indiana","39.1609","-86.5231","146461"
"Scott","Scott","Scott County","27139","MN","Minnesota","44.6485","-93.5359","145275"
"Citrus","Citrus","Citrus County","12017","FL","Florida","28.8489","-82.4794","145169"
"Orange","Orange","Orange County","37135","NC","North Carolina","36.0611","-79.1207","144836"
"Rock Island","Rock Island","Rock Island County","17161","IL","Illinois","41.4673","-90.5674","143873"
"Douglas","Douglas","Douglas County","13097","GA","Georgia","33.7018","-84.7680","143316"
"Coweta","Coweta","Coweta County","13077","GA","Georgia","33.3535","-84.7634","143260"
"Randolph","Randolph","Randolph County","37151","NC","North Carolina","35.7103","-79.8060","143118"
"Sandoval","Sandoval","Sandoval County","35043","NM","New Mexico","35.6886","-106.8659","142704"
"Schuylkill","Schuylkill","Schuylkill County","42107","PA","Pennsylvania","40.7058","-76.2160","142674"
"Jackson","Jackson","Jackson County","28059","MS","Mississippi","30.5423","-88.6357","142376"
"Comal","Comal","Comal County","48091","TX","Texas","29.8082","-98.2783","141642"
"Sussex","Sussex","Sussex County","34037","NJ","New Jersey","41.1393","-74.6909","141483"
"Coconino","Coconino","Coconino County","04005","AZ","Arizona","35.8387","-111.7705","141274"
"Canadian","Canadian","Canadian County","40017","OK","Oklahoma","35.5424","-97.9824","140455"
"Rowan","Rowan","Rowan County","37159","NC","North Carolina","35.6395","-80.5248","140296"
"Lebanon","Lebanon","Lebanon County","42075","PA","Pennsylvania","40.3672","-76.4577","139729"
"Napa","Napa","Napa County","06055","CA","California","38.5065","-122.3305","139623"
"Livingston","Livingston","Livingston Parish","22063","LA","Louisiana","30.4401","-90.7279","138928"
"Florence","Florence","Florence County","45041","SC","South Carolina","34.0245","-79.7030","138475"
"Taylor","Taylor","Taylor County","48441","TX","Texas","32.3015","-99.8901","136870"
"Wilson","Wilson","Wilson County","47189","TN","Tennessee","36.1549","-86.2978","136666"
"Humboldt","Humboldt","Humboldt County","06023","CA","California","40.6993","-123.8756","135940"
"Marathon","Marathon","Marathon County","55073","WI","Wisconsin","44.8983","-89.7591","135396"
"Hampton","Hampton","Hampton City","51650","VA","Virginia","37.0551","-76.3630","135041"
"Washington","Washington","Washington County","55131","WI","Wisconsin","43.3685","-88.2307","134925"
"Clark","Clark","Clark County","39023","OH","Ohio","39.9168","-83.7838","134726"
"Wright","Wright","Wright County","27171","MN","Minnesota","45.1740","-93.9631","134438"
"Calhoun","Calhoun","Calhoun County","26025","MI","Michigan","42.2465","-85.0056","134212"
"Randall","Randall","Randall County","48381","TX","Texas","34.9659","-101.8970","134026"
"Parker","Parker","Parker County","48367","TX","Texas","32.7777","-97.8051","133811"
"Tazewell","Tazewell","Tazewell County","17179","IL","Illinois","40.5075","-89.5134","133195"
"Cambria","Cambria","Cambria County","42021","PA","Pennsylvania","40.4953","-78.7137","133009"
"Spotsylvania","Spotsylvania","Spotsylvania County","51177","VA","Virginia","38.1850","-77.6561","132833"
